In_x,In_y,Out_x,Out_y,Center_x,Center_y,PositionIndex
246.2295435,21.47758865,246.8128042,9.267220165,246.5211739,15.37240441,248
247.2277579,21.53719986,247.8107127,9.332081984,247.5192353,15.43464092,249
248.2259395,21.5968091,248.808654,9.396944476,248.5172968,15.49687679,250
249.2241383,21.65641972,249.8065784,9.461802183,249.5153583,15.55911095,251
250.2223367,21.71603186,250.8045023,9.526671284,250.5134195,15.62135157,252
251.2205012,21.77564196,251.8024611,9.591527744,251.5114811,15.68358485,253
252.2186926,21.83525316,252.8003921,9.656396518,252.5095424,15.74582484,254
253.216907,21.89486437,253.7983006,9.721259065,253.5076038,15.80806172,255
254.2151213,21.95447557,254.796209,9.786122955,254.5056651,15.87029926,256
255.2132902,22.01408406,255.7941634,9.85097908,255.5037268,15.93253157,257
256.2115044,22.07369526,256.7920717,9.915846432,256.5017881,15.99477085,258
257.209719,22.13330648,257.7899803,9.980704096,257.4998496,16.05700529,259
258.2078876,22.19291495,258.7879345,10.04556991,258.497911,16.11924243,260
259.2061021,22.25252617,259.7858431,10.11042757,259.4959726,16.18147687,261
260.2043163,22.31213736,260.7837513,10.17529635,260.4940338,16.24371685,262
261.202522,22.37174805,261.7816688,10.24015344,261.4920954,16.30595075,263
262.2006994,22.43135705,262.7796141,10.30501982,262.4901567,16.36818844,264
263.1989139,22.49096827,263.7775227,10.36987749,263.4882183,16.43042288,265
264.1971074,22.55057946,264.7754516,10.43474626,264.4862795,16.49266286,266
265.1952709,22.61018951,265.7734115,10.49960266,265.4843412,16.55489608,267
266.1934692,22.66980164,266.7713354,10.5644715,266.4824023,16.61713657,268
267.191668,22.72941238,267.7692598,10.6293296,267.4804639,16.67937099,269
268.1898486,22.78902157,268.7672022,10.69419177,268.4785254,16.74160667,270
269.188063,22.84863278,269.7651106,10.75905384,269.4765868,16.80384331,271
270.1862774,22.90824399,270.7630191,10.82391475,270.4746483,16.86607937,272
271.1844627,22.96785346,271.7609567,10.8887784,271.4727097,16.92831593,273
272.1826603,23.02746367,272.7588816,10.95364587,272.470771,16.99055477,274
273.1808748,23.08707488,273.7567902,11.01850376,273.4688325,17.05278932,275
274.1790586,23.14668426,274.7547293,11.08336687,274.466894,17.11502557,276
275.1772579,23.20629457,275.752653,11.14822724,275.4649555,17.1772609,277
276.1754723,23.26590578,276.7505615,11.21308887,276.4630169,17.23949732,278
277.1736866,23.32551698,277.7484698,11.27795367,277.4610782,17.30173533,279
278.1718535,23.3851256,278.7464264,11.34280902,278.4591399,17.36396731,280
279.1700518,23.44473773,279.7443504,11.4076783,279.4572011,17.42620802,281
280.1682503,23.50434987,280.7422744,11.47254515,280.4552624,17.48844751,282
281.166407,23.56395908,281.7402409,11.53740359,281.453324,17.55068134,283
282.1646214,23.62357029,282.7381494,11.60226595,282.4513854,17.61291812,284
283.1628357,23.68318149,283.7360578,11.66713003,283.4494467,17.67515576,285
284.1610046,23.74278999,284.7340123,11.73198596,284.4475084,17.73738798,286
285.1592188,23.80240118,285.7319205,11.7968535,285.4455697,17.79962734,287
286.1574333,23.8620124,286.7298291,11.86171117,286.4436312,17.86186178,288
287.1556409,23.9216232,287.727744,11.92657951,287.4416925,17.92410136,289
288.1538165,23.98123209,288.7256919,11.99143464,288.4397542,17.98633337,290
289.1520306,24.04084329,289.7236001,12.05630342,289.4378154,18.04857335,291
290.150237,24.10045402,290.7215168,12.12116252,290.4358769,18.11080827,292
291.1484138,24.16006297,291.7194629,12.1860269,291.4339383,18.17304493,293
292.1466283,24.21967419,292.7173715,12.25088456,292.4319999,18.23527938,294
293.1448233,24.27928539,293.7152989,12.31575333,293.4300611,18.29751936,295
294.1430063,24.3388966,294.713239,12.380611,294.4281227,18.3597538,296
295.1411844,24.39850752,295.7111835,12.44547834,295.4261839,18.42199293,297
296.1393942,24.45811901,296.7090967,12.51033744,296.4242454,18.48422822,298
297.1375817,24.51772861,297.7070319,12.57520447,297.4223068,18.54646654,299
298.1357773,24.5773387,298.7049594,12.64006091,298.4203684,18.60869981,300
299.1339915,24.6369499,299.7028677,12.70492969,299.4184296,18.67093979,301
300.1321778,24.69655943,300.7008047,12.76978552,300.4164913,18.73317247,302
301.1303747,24.75616959,301.6987305,12.83465276,301.4145526,18.79541117,303
302.1285892,24.8157808,302.696639,12.89951083,302.4126141,18.85764582,304
303.1268035,24.87539201,303.6945474,12.96437574,303.4106754,18.91988387,305
304.1249725,24.9350005,304.6925016,13.02923432,304.4087371,18.98211741,306
305.1231867,24.9946117,305.6904103,13.09409575,305.4067985,19.04435373,307
306.121401,25.05422291,306.6883187,13.15896074,306.4048598,19.10659182,308
307.1195686,25.11383148,307.6862745,13.22381585,307.4029215,19.16882366,309
308.117767,25.17344361,308.6841984,13.28868532,308.4009827,19.23106447,310
309.1159655,25.23305575,309.6821225,13.35355198,309.399044,19.29330386,311
310.1141213,25.29266501,310.6800897,13.41841066,310.3971055,19.35553783,312
311.1123357,25.35227621,311.6779982,13.48327283,311.395167,19.41777452,313
312.1105501,25.41188742,312.6759066,13.5481371,312.3932283,19.48001226,314
313.1087602,25.47149837,313.6738195,13.61299553,313.3912899,19.54224695,315
314.1069332,25.53110711,314.6717693,13.67786057,314.3893513,19.60448384,316
315.1051477,25.59071832,315.6696779,13.74271824,315.3874128,19.66671828,317
316.1033561,25.65032917,316.667592,13.80758663,316.3854741,19.7289579,318
317.1015307,25.709938,317.6655405,13.87244695,317.3835356,19.79119248,319
318.099745,25.76954921,318.663449,13.93731049,318.381597,19.85342985,320
319.0979595,25.82916042,319.6613575,14.00216993,319.3796585,19.91566518,321
320.0961507,25.88877025,320.659289,14.06703543,320.3777198,19.97790284,322
321.0943427,25.94838011,321.6572203,14.13189163,321.3757815,20.04013587,323
322.092548,26.00799183,322.6551373,14.19676097,322.3738427,20.1023764,324
323.0907222,26.06760252,323.6530863,14.26161807,323.3719043,20.1646103,325
324.0888995,26.1272134,324.6510315,14.32648649,324.3699655,20.22684994,326
325.0871086,26.18682494,325.6489455,14.39134451,325.368027,20.28908472,327
326.0852968,26.24643458,326.6468799,14.45621159,326.3660883,20.35132309,328
327.0834917,26.30604463,327.6448082,14.52106798,327.36415,20.4135563,329
328.0817059,26.36565582,328.6427165,14.58593676,328.3622112,20.47579629,330
329.0799204,26.42526704,329.6406251,14.65079442,329.3602727,20.53803073,331
330.0780915,26.48487566,330.6385768,14.7156598,330.3583341,20.60026773,332
331.0763035,26.54448673,331.6364879,14.7805179,331.3563957,20.66250231,333
332.0745178,26.60409793,332.6343962,14.84538262,332.354457,20.72474027,334
